name;measure;value_2020;value_2021;value_2022;value_2023;rank_2020;rank_2021;rank_2022;rank_2023;matrix_class_2020;matrix_class_2021;matrix_class_2022;matrix_class_2023
Honeywell International;assets_m;58679.0;64586.0;64470.0;62275.0;308.0;321.0;328.0;323.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Honeywell International;employees;113000.0;103000.0;99000.0;97000.0;203.0;217.0;235.0;235.0;"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
Honeywell International;profits_m;6143.0;4779.0;5542.0;4966.0;90.0;106.0;163.0;161.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
Honeywell International;revenues_m;36709.0;32637.0;34392.0;35466.0;345.0;373.0;417.0;422.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Huawei Investment & Holding;assets_m;123270.0;134384.0;154747.0;154237.0;203.0;200.0;186.0;174.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Huawei Investment & Holding;employees;194000.0;197000.0;195000.0;207000.0;106.0;103.0;103.0;97.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
Huawei Investment & Holding;profits_m;9062.0;9362.0;17623.0;5283.0;57.0;48.0;42.0;152.0;"]50% ; 60%]";"]50% ; 60%]";"]40% ; 50%]";"]80% ; 90%]"
Huawei Investment & Holding;revenues_m;124316.0;129184.0;98725.0;95490.0;49.0;44.0;96.0;111.0;"]30% ; 40%]";"]20% ; 30%]";"]40% ; 50%]";"]50% ; 60%]"
Huaxia Life Insurance;assets_m;84176.0;0.0;0.0;0.0;256.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Huaxia Life Insurance;employees;500000.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;"]10% ; 20%]";na_class;na_class;na_class
Huaxia Life Insurance;profits_m;122.0;0.0;0.0;0.0;422.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Huaxia Life Insurance;revenues_m;28494.0;0.0;0.0;0.0;447.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
